first,first_品詞,second,second_品詞,count
室,名詞,目,名詞,4
しばらく,副詞,もの,名詞,4
やがて,副詞,少年,名詞,4
ひと,名詞,ぼく,名詞,4
何,名詞,少年,名詞,4
ちょっと,副詞,ぼく,名詞,4
部下,名詞,門,名詞,4
入り口,名詞,室,名詞,4
声,名詞,賊,名詞,4
ガラス,名詞,部屋,名詞,4
うす暗い,形容詞,部屋,名詞,4
ガラス,名詞,箱,名詞,4
さすが,副詞,ほど,名詞,4
ひと,名詞,仏像,名詞,4
もう,副詞,男,名詞,4
もう,副詞,老人,名詞,4
気,名詞,老人,名詞,4
ところ,名詞,乞食,名詞,4
こと,名詞,わけ,名詞,4
中,名詞,外,名詞,4
わけ,名詞,何,名詞,4
二十,名詞,今,名詞,4
今,名詞,面相,名詞,4
乞食,名詞,面相,名詞,4
二,名詞,変装,名詞,4
二,名詞,彼,名詞,4
ない,形容詞,べつだ,形容詞,4
変装,名詞,面相,名詞,4
二十,名詞,変装,名詞,4
二十,名詞,姿,名詞,4
しわ,名詞,顔,名詞,4
一,名詞,車,名詞,4
中,名詞,手下,名詞,4
先,名詞,老人,名詞,4
ぼく,名詞,館,名詞,4
ピストル,名詞,一,名詞,4
一,名詞,指,名詞,4
じかけ,名詞,機械,名詞,4
こと,名詞,じつに,副詞,4
こと,名詞,人間,名詞,4
あまり,副詞,の,名詞,4
きみ,名詞,声,名詞,4
気,名詞,賊,名詞,4
変装,名詞,老人,名詞,4
白髪,名詞,老人,名詞,4
窓,名詞,部屋,名詞,4
賊,名詞,部屋,名詞,4
やつ,名詞,二,名詞,4
やつ,名詞,十面相,名詞,4
ほう,名詞,部屋,名詞,4
十面相,名詞,怪盗,名詞,4
勝利,名詞,小林,名詞,4
勝利,名詞,少年,名詞,4
ない,形容詞,ゆだん,名詞,4
ない,形容詞,少年,名詞,4
今,名詞,少しも,副詞,4
とき,名詞,賊,名詞,4
上,名詞,少年,名詞,4
こと,名詞,ピッポ,名詞,4
ピッポ,名詞,中,名詞,4
すっかり,副詞,今,名詞,4
もう,副詞,少し,副詞,4
もの,名詞,自動車,名詞,4
おとな,名詞,こと,名詞,4
ところ,名詞,少年,名詞,4
こと,名詞,とても,副詞,4
探偵,名詞,目,名詞,4
こと,名詞,窓,名詞,4
ごうし,名詞,窓,名詞,4
小さい,形容詞,窓,名詞,4
うえ,名詞,もの,名詞,4
もの,名詞,窓,名詞,4
ぼく,名詞,窓,名詞,4
小林,名詞,自分,名詞,4
地下,名詞,小林,名詞,4
二,名詞,外,名詞,4
地下,名詞,少年,名詞,4
二十,名詞,声,名詞,4
すっかり,副詞,ようす,名詞,4
すっかり,副詞,賊,名詞,4
さすが,副詞,明智,名詞,4
小林,名詞,少し,副詞,4
一,名詞,少年,名詞,4
とき,名詞,小林,名詞,4
もの,名詞,ハハハ,名詞,4
ホテル,名詞,一,名詞,4
おとし,名詞,戸,名詞,4
小林,名詞,早い,形容詞,4
うれしい,形容詞,探偵,名詞,4
うれしい,形容詞,少年,名詞,4
いきなり,副詞,手,名詞,4
賊,名詞,階段,名詞,4
姿,名詞,小林,名詞,4
ひと,名詞,小林,名詞,4
中村,名詞,少年,名詞,4
白髪,名詞,白髯,名詞,4
やっと,副詞,老人,名詞,4
ない,形容詞,ふた,名詞,4
きり,名詞,ふた,名詞,4
まま,名詞,老人,名詞,4
ない,形容詞,老人,名詞,4
くちびる,名詞,ない,形容詞,4
声,名詞,顔,名詞,4
いきなり,副詞,中,名詞,4
まま,名詞,無言,名詞,4
警官,名詞,顔,名詞,4
きみ,名詞,ちょっと,副詞,4
こと,名詞,用意,名詞,4
ため,名詞,係長,名詞,4
ため,名詞,ぼく,名詞,4
もう,副詞,手,名詞,4
日,名詞,明智,名詞,4
中,名詞,城,名詞,4
の,名詞,名画,名詞,4
の,名詞,古,名詞,4
城,名詞,左門,名詞,4
中,名詞,名画,名詞,4
外,名詞,部屋,名詞,4
じい,名詞,老人,名詞,4
板戸,名詞,老人,名詞,4
ひげ,名詞,中,名詞,4
日下部,名詞,美術,名詞,4
わし,名詞,二十,名詞,4
わし,名詞,面相,名詞,4
今,名詞,気,名詞,4
探偵,名詞,民間,名詞,4
富士,名詞,屋,名詞,4
ほか,名詞,探偵,名詞,4
先生,名詞,探偵,名詞,4
宝物,名詞,老人,名詞,4
の,名詞,もう,副詞,4
明智,名詞,目,名詞,4
するどい,形容詞,明智,名詞,4
名刺,名詞,明智,名詞,4
ない,形容詞,十面相,名詞,4
の,名詞,話,名詞,4
明智,名詞,自動車,名詞,4
刑事,名詞,探偵,名詞,4
明智,名詞,身,名詞,4
こと,名詞,博物,名詞,4
博物,名詞,宝物,名詞,4
宝物,名詞,館,名詞,4
二十,名詞,目,名詞,4
目,名詞,面相,名詞,4
探偵,名詞,門,名詞,4
名画,名詞,明智,名詞,4
刑事,名詞,表門,名詞,4
刑事,名詞,室,名詞,4
こと,名詞,前,名詞,4
刑事,名詞,部屋,名詞,4
からっぽだ,形容詞,中,名詞,4
明智,名詞,肩,名詞,4
明智,名詞,部屋,名詞,4
ぼく,名詞,何,名詞,4
よい,形容詞,明智,名詞,4
あいつ,名詞,ぼく,名詞,4
へんだ,形容詞,明智,名詞,4
ポケット,名詞,一,名詞,4
明智,名詞,自身,名詞,4
まさか,副詞,明智,名詞,4
名人,名詞,変装,名詞,4
こと,名詞,まだ,副詞,4
ふた,名詞,男,名詞,4
十面相,名詞,部下,名詞,4
二十,名詞,話,名詞,4
二十,名詞,少し,副詞,4
話,名詞,面相,名詞,4
明智,名詞,省,名詞,4
出むかえ,名詞,明智,名詞,4
外務,名詞,明智,名詞,4
夫人,名詞,小林,名詞,4
にこにこ,副詞,小林,名詞,4
きみ,名詞,方,名詞,4
辻野,名詞,顔,名詞,4
きみ,名詞,新聞,名詞,4
ぼく,名詞,力,名詞,4
予告,名詞,博物,名詞,4
博物,名詞,美術,名詞,4
品,名詞,面相,名詞,4
十面相,名詞,気,名詞,4
ボーイ,名詞,長,名詞,4
もの,名詞,ボーイ,名詞,4
ふた,名詞,ボーイ,名詞,4
とおり,名詞,明智,名詞,4
すっかり,副詞,美術,名詞,4
十面相,名詞,手下,名詞,4
今,名詞,明智,名詞,4
きみ,名詞,気,名詞,4
ハンカチ,名詞,外,名詞,4
ハンカチ,名詞,窓,名詞,4
きみ,名詞,中,名詞,4
ぼく,名詞,ホテル,名詞,4
ボーイ,名詞,部下,名詞,4
ひと,名詞,力,名詞,4
きみの,名詞,ぼく,名詞,4
ぼく,名詞,考え,名詞,4
品,名詞,部下,名詞,4
うしろ,名詞,明智,名詞,4
もう,副詞,今,名詞,4
ところ,名詞,二十,名詞,4
にこにこ,副詞,明智,名詞,4
こと,名詞,男,名詞,4
前,名詞,自動車,名詞,4
あいつ,名詞,わし,名詞,4
男,名詞,車,名詞,4
毛,名詞,頭,名詞,4
ちょうど,副詞,明智,名詞,4
明智,名詞,邸,名詞,4
乞食,名詞,何,名詞,4
一,名詞,乞食,名詞,4
前,名詞,明智,名詞,4
上,名詞,明智,名詞,4
さいぜんだ,形容詞,明智,名詞,4
明智,名詞,野郎,名詞,4
ひと,名詞,二十,名詞,4
ひと,名詞,面相,名詞,4
もの,名詞,赤井,名詞,4
探偵,名詞,赤井,名詞,4
一同,名詞,明智,名詞,4
明智,名詞,頭,名詞,4
探偵,名詞,誘かい,名詞,4
ため,名詞,二十,名詞,4
ため,名詞,面相,名詞,4
こと,名詞,誘かい,名詞,4
十,名詞,日,名詞,4
博物,名詞,警視,名詞,4
博物,名詞,総監,名詞,4
博物,名詞,警戒,名詞,4
総監,名詞,館,名詞,4
北小路,名詞,警戒,名詞,4
総監,名詞,老,名詞,4
博士,名詞,総監,名詞,4
三,名詞,館長,名詞,4
ひと,名詞,係長,名詞,4
警官,名詞,館,名詞,4
中村,名詞,警官,名詞,4
刑事,名詞,総監,名詞,4
総監,名詞,部長,名詞,4
室,名詞,館長,名詞,4
ことば,名詞,刑事,名詞,4
ことば,名詞,部長,名詞,4
もう,副詞,博物,名詞,4
もう,副詞,館,名詞,4
北小路,名詞,手,名詞,4
仏像,名詞,陳列,名詞,4
仏像,名詞,棚,名詞,4
棚,名詞,部長,名詞,4
明智,名詞,棚,名詞,4
明智,名詞,説明,名詞,4
博士,名詞,明智,名詞,4
こと,名詞,にせもの,名詞,4
三,名詞,宿直,名詞,4
古,名詞,材木,名詞,4
人夫,名詞,賊,名詞,4
にせもの,名詞,賊,名詞,4
三,名詞,自宅,名詞,4
ふた,名詞,二十,名詞,3
二十,名詞,家,名詞,3
まるで,副詞,顔,名詞,3
面相,名詞,顔,名詞,3
家,名詞,面相,名詞,3
うわさ,名詞,人,名詞,3
人,名詞,家,名詞,3
人,名詞,東京,名詞,3
二十,名詞,記事,名詞,3
の,名詞,ふしぎだ,形容詞,3
記事,名詞,面相,名詞,3
まったく,副詞,賊,名詞,3
人,名詞,少しも,副詞,3
こと,名詞,乞食,名詞,3
女,名詞,老人,名詞,3
ほんとうだ,形容詞,二十,名詞,3
姿,名詞,顔,名詞,3
人,名詞,姿,名詞,3
変装,名詞,賊,名詞,3
まるで,副詞,目,名詞,3
こと,名詞,品物,名詞,3
こと,名詞,宝石,名詞,3
人,名詞,美術,名詞,3
一,名詞,盗賊,名詞,3
きらいだ,形容詞,血,名詞,3
こと,名詞,自分,名詞,3
やつ,名詞,悪い,形容詞,3
もの,名詞,身,名詞,3
こわい,形容詞,の,名詞,3
おそろしい,形容詞,賊,名詞,3
いつ,名詞,こと,名詞,3
明智,名詞,話,名詞,3
一,名詞,話,名詞,3
怪,名詞,賊,名詞,3
一,名詞,小五郎,名詞,3
うち,名詞,一,名詞,3
小五郎,名詞,賊,名詞,3
うち,名詞,賊,名詞,3
助手,名詞,芳雄,名詞,3
探偵,名詞,芳雄,名詞,3
くらい,名詞,こと,名詞,3
塀,名詞,高い,形容詞,3
四,名詞,高い,形容詞,3
コンクリート,名詞,四,名詞,3
玄関,名詞,門,名詞,3
とびら,名詞,鉄,名詞,3
二,名詞,裏,名詞,3
公園,名詞,庭,名詞,3
の,名詞,壮一,名詞,3
の,名詞,十,名詞,3
こと,名詞,とうさん,名詞,3
十,名詞,壮一,名詞,3
ふた,名詞,壮一,名詞,3
ふた,名詞,何,名詞,3
まえ,名詞,十,名詞,3
まえ,名詞,一,名詞,3
ない,形容詞,まえ,名詞,3
ない,形容詞,まったく,副詞,3
ボルネオ,名詞,手紙,名詞,3
島,名詞,手紙,名詞,3
とう,名詞,壮一,名詞,3
ゆくえ,名詞,壮一,名詞,3
の,名詞,宝物,名詞,3
ダイヤモンド,名詞,二百万,名詞,3
もの,名詞,宝物,名詞,3
中,名詞,六,名詞,3
中,名詞,宝石,名詞,3
中,名詞,金庫,名詞,3
ちゃんと,副詞,中,名詞,3
さすが,副詞,壮太郎,名詞,3
老人,名詞,警察,名詞,3
羽柴,名詞,老人,名詞,3
羽柴,名詞,賊,名詞,3
支配人,名詞,羽柴,名詞,3
一家,名詞,羽柴,名詞,3
二,名詞,近藤,名詞,3
おまわりさん,名詞,三,名詞,3
二,名詞,友だち,名詞,3
うえ,名詞,壮太郎,名詞,3
いくら,副詞,二十,名詞,3
二十,名詞,思い,名詞,3
中,名詞,面相,名詞,3
思い,名詞,面相,名詞,3
げんじゅうだ,形容詞,中,名詞,3
げんじゅうだ,形容詞,賊,名詞,3
ほど,名詞,人,名詞,3
まだ,副詞,邸,名詞,3
もの,名詞,姿,名詞,3
もの,名詞,両手,名詞,3
二,名詞,何,名詞,3
壮,名詞,庭,名詞,3
書斎,名詞,洋館,名詞,3
いきなり,副詞,二,名詞,3
下,名詞,窓,名詞,3
二,名詞,頭,名詞,3
考え,名詞,頭,名詞,3
わな,名詞,花壇,名詞,3
ちがいない,形容詞,ぼく,名詞,3
ちがいない,形容詞,賊,名詞,3
とおり,名詞,賊,名詞,3
花壇,名詞,賊,名詞,3
こと,名詞,鉄,名詞,3
こと,名詞,よい,形容詞,3
の,名詞,わな,名詞,3
わな,名詞,人,名詞,3
二,名詞,思い,名詞,3
ところ,名詞,一,名詞,3
ところ,名詞,庭,名詞,3
人間,名詞,相手,名詞,3
うえ,名詞,鉄,名詞,3
そのへん,名詞,二,名詞,3
ネズミ,名詞,賊,名詞,3
まるで,副詞,中,名詞,3
賊,名詞,足,名詞,3
中,名詞,同じだ,形容詞,3
人,名詞,賊,名詞,3
家,名詞,賊,名詞,3
かっこう,名詞,中,名詞,3
けっして,副詞,少年,名詞,3
わき,名詞,中,名詞,3
中,名詞,背広,名詞,3
がいとう,名詞,背広,名詞,3
帽子,名詞,顔,名詞,3
あまり,副詞,顔,名詞,3
色,名詞,顔,名詞,3
下,名詞,顔,名詞,3
一,名詞,目,名詞,3
あいだ,名詞,自動車,名詞,3
あと,名詞,老人,名詞,3
姿,名詞,窓,名詞,3
車,名詞,近藤,名詞,3
二,名詞,車,名詞,3
窓,名詞,車,名詞,3
自動車,名詞,近藤,名詞,3
もう,副詞,帰宅,名詞,3
少年,名詞,話,名詞,3
上,名詞,部屋,名詞,3
上,名詞,壮,名詞,3
まだ,副詞,上,名詞,3
机,名詞,部屋,名詞,3
きみ,名詞,部屋,名詞,3
あいつ,名詞,の,名詞,3
一,名詞,姿,名詞,3
十,名詞,姿,名詞,3
こと,名詞,心配だ,形容詞,3
もの,名詞,今夜,名詞,3
うち,名詞,とうとう,副詞,3
わし,名詞,ダイヤモンド,名詞,3
わし,名詞,手,名詞,3
おまえ,名詞,ダイヤモンド,名詞,3
壮太郎,名詞,賊,名詞,3
ひと,名詞,ふた,名詞,3
もう,副詞,午後,名詞,3
三,名詞,自動車,名詞,3
すっかり,副詞,二十,名詞,3
すっかり,副詞,面相,名詞,3
ぼく,名詞,新聞,名詞,3
ぼく,名詞,事件,名詞,3
ぼく,名詞,やつ,名詞,3
ほど,名詞,事件,名詞,3
ほど,名詞,やつ,名詞,3
壮一,名詞,顔,名詞,3
不安だ,形容詞,顔,名詞,3
これほど,副詞,賊,名詞,3
五,名詞,四,名詞,3
もの,名詞,五,名詞,3
もの,名詞,四,名詞,3
壮太郎,名詞,声,名詞,3
こと,名詞,新聞,名詞,3
壮太郎,名詞,子,名詞,3
ない,形容詞,ほとんど,副詞,3
子,名詞,父,名詞,3
もん,名詞,賊,名詞,3
少し,副詞,賊,名詞,3
壮太郎,名詞,部屋,名詞,3
あいだ,名詞,さも,副詞,3
こと,名詞,頭,名詞,3
こと,名詞,箱,名詞,3
ほう,名詞,わし,名詞,3
わし,名詞,目,名詞,3
こと,名詞,ふた,名詞,3
こと,名詞,じっと,副詞,3
じっと,副詞,もう,副詞,3
じっと,副詞,中,名詞,3
ほう,名詞,声,名詞,3
時計,名詞,腕,名詞,3
さすが,副詞,顔,名詞,3
の,名詞,目,名詞,3
すみ,名詞,もの,名詞,3
とき,名詞,何,名詞,3
何,名詞,目,名詞,3
もう,副詞,ドア,名詞,3
ドア,名詞,音,名詞,3
もの,名詞,壮太郎,名詞,3
一,名詞,十二,名詞,3
両手,名詞,思わず,副詞,3
あいだ,名詞,ふた,名詞,3
あいだ,名詞,目,名詞,3
ふた,名詞,一,名詞,3
ほとんど,副詞,一,名詞,3
ない,形容詞,ばかだ,形容詞,3
ない,形容詞,わし,名詞,3
だれ,名詞,ない,形容詞,3
ドア,名詞,賊,名詞,3
まさか,副詞,賊,名詞,3
こと,名詞,部屋,名詞,3
ほか,名詞,もの,名詞,3
ない,形容詞,ダイヤモンド,名詞,3
ない,形容詞,部屋,名詞,3
じっと,副詞,何,名詞,3
わし,名詞,顔,名詞,3
おかしい,形容詞,顔,名詞,3
ことば,名詞,もの,名詞,3
ピストル,名詞,ポケット,名詞,3
ハハハ,名詞,二,名詞,3
ハハハ,名詞,十面相,名詞,3
ぼく,名詞,写真,名詞,3
ポケット,名詞,上,名詞,3
姿,名詞,部屋,名詞,3
ピストル,名詞,中,名詞,3
おもちゃ,名詞,ピストル,名詞,3
こと,名詞,さいぜんだ,形容詞,3
さいぜんだ,形容詞,人,名詞,3
ところ,名詞,ピストル,名詞,3
ところ,名詞,外,名詞,3
の,名詞,ピストル,名詞,3
の,名詞,壮太郎,名詞,3
外,名詞,庭,名詞,3
庭,名詞,電燈,名詞,3
ようす,名詞,一,名詞,3
すぐ,副詞,一,名詞,3
二,名詞,音,名詞,3
影,名詞,黒い,形容詞,3
賊,名詞,黒い,形容詞,3
たちまち,副詞,三,名詞,3
二,名詞,影,名詞,3
こと,名詞,とっくに,副詞,3
ない,形容詞,もし,副詞,3
あいだ,名詞,賊,名詞,3
服,名詞,背広,名詞,3
壮太郎,名詞,手,名詞,3
せっかく,副詞,の,名詞,3
こと,名詞,まんいち,副詞,3
とき,名詞,十,名詞,3
二,名詞,電燈,名詞,3
まわり,名詞,先,名詞,3
先,名詞,賊,名詞,3
ない,形容詞,高い,形容詞,3
ひと,名詞,秘書,名詞,3
ひと,名詞,上,名詞,3
中,名詞,光,名詞,3
中,名詞,木,名詞,3
の,名詞,相手,名詞,3
数,名詞,警官,名詞,3
塀,名詞,警官,名詞,3
うち,名詞,警官,名詞,3
あいだ,名詞,ふと,副詞,3
しばらく,副詞,姿,名詞,3
前,名詞,賊,名詞,3
上,名詞,木,名詞,3
塀,名詞,見はり,名詞,3
見はり,名詞,警官,名詞,3
うえ,名詞,壮,名詞,3
二,名詞,物,名詞,3
表門,名詞,見はり,名詞,3
見はり,名詞,賊,名詞,3
塀,名詞,裏門,名詞,3
塀,名詞,表門,名詞,3
人々,名詞,松野,名詞,3
人々,名詞,運転手,名詞,3
ひと,名詞,邸,名詞,3
ひと,名詞,まだ,副詞,3
ぎれ,名詞,ない,形容詞,3
ない,形容詞,竹,名詞,3
彼,名詞,電燈,名詞,3
ポケット,名詞,中,名詞,3
ぎれ,名詞,中,名詞,3
中,名詞,竹,名詞,3
筒,名詞,紙,名詞,3
竹,名詞,筒,名詞,3
こと,名詞,まさか,副詞,3
ふた,名詞,番,名詞,3
もの,名詞,見はり,名詞,3
番,名詞,表門,名詞,3
もの,名詞,表門,名詞,3
中,名詞,松野,名詞,3
だれ,名詞,もの,名詞,3
三,名詞,五,名詞,3
事件,名詞,係長,名詞,3
もの,名詞,ゆうべ,名詞,3
いい,形容詞,じゅうぶん,副詞,3
刑事,名詞,警察,名詞,3
ただ,副詞,ほか,名詞,3
じつに,副詞,周到だ,形容詞,3
中村,名詞,目,名詞,3
係長,名詞,声,名詞,3
係長,名詞,目,名詞,3
一,名詞,彼,名詞,3
中,名詞,彼,名詞,3
ほう,名詞,中,名詞,3
もの,名詞,力,名詞,3
係長,名詞,力,名詞,3
さっそく,副詞,もの,名詞,3
もの,名詞,係長,名詞,3
もの,名詞,命令,名詞,3
服,名詞,顔,名詞,3
まったく,副詞,二,名詞,3
ため,名詞,二,名詞,3
二,名詞,学校,名詞,3
学校,名詞,早苗,名詞,3
松野,名詞,賊,名詞,3
けっきょく,副詞,こと,名詞,3
こと,名詞,つぎ,名詞,3
まんまと,副詞,賊,名詞,3
つぎ,名詞,賊,名詞,3
へんだ,形容詞,口,名詞,3
の,名詞,口,名詞,3
ちょうど,副詞,口,名詞,3
二,名詞,口,名詞,3
いっぽう,名詞,中,名詞,3
中,名詞,筒,名詞,3
ちょうど,副詞,中,名詞,3
あと,名詞,賊,名詞,3
ひと,名詞,賊,名詞,3
そのへん,名詞,賊,名詞,3
ポケット,名詞,賊,名詞,3
ちゃんと,副詞,賊,名詞,3
ちゃんと,副詞,用意,名詞,3
こと,名詞,意外だ,形容詞,3
べつだ,形容詞,賊,名詞,3
安心,名詞,賊,名詞,3
二,名詞,電話,名詞,3
こと,名詞,都,名詞,3
こと,名詞,中村,名詞,3
こと,名詞,報告,名詞,3
こと,名詞,捜査,名詞,3
係長,名詞,自動車,名詞,3
係長,名詞,報告,名詞,3
中村,名詞,自動車,名詞,3
番号,名詞,自動車,名詞,3
の,名詞,ようす,名詞,3
の,名詞,警視,名詞,3
ようす,名詞,二,名詞,3
三,名詞,電話,名詞,3
一,名詞,三十,名詞,3
打ち,名詞,鳥,名詞,3
ひと,名詞,玄関,名詞,3
玄関,名詞,羽柴,名詞,3
主人,名詞,老人,名詞,3
上,名詞,老人,名詞,3
中,名詞,暗やみ,名詞,3
中,名詞,地下,名詞,3
ほど,名詞,作,名詞,3
国宝,名詞,美術,名詞,3
室,名詞,部下,名詞,3
三,名詞,部下,名詞,3
今夜,名詞,十,名詞,3
ひきかえ,名詞,仏像,名詞,3
賊,名詞,青年,名詞,3
自動車,名詞,賊,名詞,3
室,名詞,物,名詞,3
むろん,副詞,美術,名詞,3
こと,名詞,外,名詞,3
こと,名詞,たちまち,副詞,3
探偵,名詞,私立,名詞,3
ところ,名詞,探偵,名詞,3
こと,名詞,依頼,名詞,3
宅,名詞,明智,名詞,3
さっそく,副詞,電話,名詞,3
宅,名詞,探偵,名詞,3
ため,名詞,先生,名詞,3
ため,名詞,事件,名詞,3
先生,名詞,助手,名詞,3
声,名詞,近藤,名詞,3
ない,形容詞,よい,形容詞,3
ひと,名詞,電話,名詞,3
十,名詞,羽柴,名詞,3
さも,副詞,少年,名詞,3
もの,名詞,話,名詞,3
壮太郎,名詞,室,名詞,3
三,名詞,少年,名詞,3
所,名詞,探偵,名詞,3
事務,名詞,探偵,名詞,3
ほんとうだ,形容詞,探偵,名詞,3
きみ,名詞,探偵,名詞,3
二十,名詞,関係,名詞,3
関係,名詞,面相,名詞,3
少年,名詞,老人,名詞,3
くわしい,形容詞,老人,名詞,3
少年,名詞,観音,名詞,3
あいだ,名詞,美術,名詞,3
ようす,名詞,目,名詞,3
目,名詞,美術,名詞,3
しばらく,副詞,考え,名詞,3
あぶない,形容詞,ぼく,名詞,3
少年,名詞,耳,名詞,3
二十,名詞,相手,名詞,3
相手,名詞,面相,名詞,3
けっして,副詞,こと,名詞,3
ぼく,名詞,子ども,名詞,3
けっして,副詞,ぼく,名詞,3
ごぞんじ,名詞,ぼく,名詞,3
ため,名詞,警察,名詞,3
捜査,名詞,探偵,名詞,3
あいだ,名詞,長い,形容詞,3
こと,名詞,とうとう,副詞,3
こと,名詞,考え,名詞,3
まま,名詞,二十,名詞,3
三,名詞,二十,名詞,3
二十,名詞,男,名詞,3
十,名詞,門,名詞,3
男,名詞,門,名詞,3
三,名詞,面相,名詞,3
十,名詞,面相,名詞,3
男,名詞,面相,名詞,3
